FID,the_geom,CWP_CODE,GRIDTYPE,QUADRANT,X_COORD,Y_COORD,CWP_A,CWP_B,CWP_C,CWP_D,CWP_E,SURFACE,ON_SEA,ON_LAND,ON_LAND_P,ON_SEA_P
cwp-grid-map-5deg_x_5deg.1366,"MULTIPOLYGON (((-5 -170, -5 -165, -10 -165, -10 -170, -5 -170)))",6305165,5deg_x_5deg,SW,-167.5,-7.5,6,3,05,165,,306974160049.793,306974160049.793,0,0,100
cwp-grid-map-5deg_x_5deg.1367,"MULTIPOLYGON (((-5 -175, -5 -170, -10 -170, -10 -175, -5 -175)))",6305170,5deg_x_5deg,SW,-172.5,-7.5,6,3,05,170,,306974160049.793,306810989810.2019,163170239.592,0.05,99.95
cwp-grid-map-5deg_x_5deg.1368,"MULTIPOLYGON (((-5 -180, -5 -175, -10 -175, -10 -180, -5 -180)))",6305175,5deg_x_5deg,SW,-177.5,-7.5,6,3,05,175,,306974160049.792,306974160049.7939,0,0,100
cwp-grid-map-5deg_x_5deg.1369,"MULTIPOLYGON (((-10 -5, -10 0, -15 0, -15 -5, -10 -5)))",6310000,5deg_x_5deg,SW,-2.5,-12.5,6,3,10,000,,302281809582.2624,302281809582.2624,0,0,100
cwp-grid-map-5deg_x_5deg.1370,"MULTIPOLYGON (((-10 -10, -10 -5, -15 -5, -15 -10, -10 -10)))",6310005,5deg_x_5deg,SW,-7.5,-12.5,6,3,10,005,,302281809582.2625,302281809582.2624,0,0,100
cwp-grid-map-5deg_x_5deg.1371,"MULTIPOLYGON (((-10 -15, -10 -10, -15 -10, -15 -15, -10 -15)))",6310010,5deg_x_5deg,SW,-12.5,-12.5,6,3,10,010,,302281809582.2624,302281809582.2623,0,0,100
cwp-grid-map-5deg_x_5deg.1372,"MULTIPOLYGON (((-10 -20, -10 -15, -15 -15, -15 -20, -10 -20)))",6310015,5deg_x_5deg,SW,-17.5,-12.5,6,3,10,015,,302281809582.2625,302281809582.2625,0,0,100
cwp-grid-map-5deg_x_5deg.1373,"MULTIPOLYGON (((-10 -25, -10 -20, -15 -20, -15 -25, -10 -25)))",6310020,5deg_x_5deg,SW,-22.5,-12.5,6,3,10,020,,302281809582.2622,302281809582.2622,0,0,100
cwp-grid-map-5deg_x_5deg.1374,"MULTIPOLYGON (((-10 -30, -10 -25, -15 -25, -15 -30, -10 -30)))",6310025,5deg_x_5deg,SW,-27.5,-12.5,6,3,10,025,,302281809582.2625,302281809582.2623,0,0,100
cwp-grid-map-5deg_x_5deg.1375,"MULTIPOLYGON (((-10 -35, -10 -30, -15 -30, -15 -35, -10 -35)))",6310030,5deg_x_5deg,SW,-32.5,-12.5,6,3,10,030,,302281809582.2622,302281809582.2622,0,0,100
cwp-grid-map-5deg_x_5deg.1376,"MULTIPOLYGON (((-10 -40, -10 -35, -15 -35, -15 -40, -10 -40)))",6310035,5deg_x_5deg,SW,-37.5,-12.5,6,3,10,035,,302281809582.2627,179899068610.9533,122382740971.3081,40.49,59.51
cwp-grid-map-5deg_x_5deg.1377,"MULTIPOLYGON (((-10 -45, -10 -40, -15 -40, -15 -45, -10 -45)))",6310040,5deg_x_5deg,SW,-42.5,-12.5,6,3,10,040,,302281809582.2622,0,302281809582.2625,100,0
cwp-grid-map-5deg_x_5deg.1378,"MULTIPOLYGON (((-10 -50, -10 -45, -15 -45, -15 -50, -10 -50)))",6310045,5deg_x_5deg,SW,-47.5,-12.5,6,3,10,045,,302281809582.262,0,302281809582.2622,100,0
cwp-grid-map-5deg_x_5deg.1379,"MULTIPOLYGON (((-10 -55, -10 -50, -15 -50, -15 -55, -10 -55)))",6310050,5deg_x_5deg,SW,-52.5,-12.5,6,3,10,050,,302281809582.2627,0,302281809582.2627,100,0
cwp-grid-map-5deg_x_5deg.1380,"MULTIPOLYGON (((-10 -60, -10 -55, -15 -55, -15 -60, -10 -60)))",6310055,5deg_x_5deg,SW,-57.5,-12.5,6,3,10,055,,302281809582.2622,0,302281809582.262,100,0
cwp-grid-map-5deg_x_5deg.1381,"MULTIPOLYGON (((-10 -65, -10 -60, -15 -60, -15 -65, -10 -65)))",6310060,5deg_x_5deg,SW,-62.5,-12.5,6,3,10,060,,302281809582.2629,0,302281809582.2629,100,0
cwp-grid-map-5deg_x_5deg.1382,"MULTIPOLYGON (((-10 -70, -10 -65, -15 -65, -15 -70, -10 -70)))",6310065,5deg_x_5deg,SW,-67.5,-12.5,6,3,10,065,,302281809582.2617,0,302281809582.2617,100,0
cwp-grid-map-5deg_x_5deg.1383,"MULTIPOLYGON (((-10 -75, -10 -70, -15 -70, -15 -75, -10 -75)))",6310070,5deg_x_5deg,SW,-72.5,-12.5,6,3,10,070,,302281809582.2637,0,302281809582.2637,100,0
cwp-grid-map-5deg_x_5deg.1384,"MULTIPOLYGON (((-10 -80, -10 -75, -15 -75, -15 -80, -10 -80)))",6310075,5deg_x_5deg,SW,-77.5,-12.5,6,3,10,075,,302281809582.2617,187343040708.368,114938768873.8977,38.02,61.98
cwp-grid-map-5deg_x_5deg.1385,"MULTIPOLYGON (((-10 -85, -10 -80, -15 -80, -15 -85, -10 -85)))",6310080,5deg_x_5deg,SW,-82.5,-12.5,6,3,10,080,,302281809582.2627,302281809582.2627,0,0,100
cwp-grid-map-5deg_x_5deg.1386,"MULTIPOLYGON (((-10 -90, -10 -85, -15 -85, -15 -90, -10 -90)))",6310085,5deg_x_5deg,SW,-87.5,-12.5,6,3,10,085,,302281809582.2617,302281809582.2622,0,0,100
cwp-grid-map-5deg_x_5deg.1387,"MULTIPOLYGON (((-10 -95, -10 -90, -15 -90, -15 -95, -10 -95)))",6310090,5deg_x_5deg,SW,-92.5,-12.5,6,3,10,090,,302281809582.2632,302281809582.2637,0,0,100
cwp-grid-map-5deg_x_5deg.1388,"MULTIPOLYGON (((-10 -100, -10 -95, -15 -95, -15 -100, -10 -100)))",6310095,5deg_x_5deg,SW,-97.5,-12.5,6,3,10,095,,302281809582.2607,302281809582.2607,0,0,100
cwp-grid-map-5deg_x_5deg.1389,"MULTIPOLYGON (((-10 -105, -10 -100, -15 -100, -15 -105, -10 -105)))",6310100,5deg_x_5deg,SW,-102.5,-12.5,6,3,10,100,,302281809582.2637,302281809582.2637,0,0,100
cwp-grid-map-5deg_x_5deg.1390,"MULTIPOLYGON (((-10 -110, -10 -105, -15 -105, -15 -110, -10 -110)))",6310105,5deg_x_5deg,SW,-107.5,-12.5,6,3,10,105,,302281809582.2617,302281809582.2617,0,0,100
cwp-grid-map-5deg_x_5deg.1391,"MULTIPOLYGON (((-10 -115, -10 -110, -15 -110, -15 -115, -10 -115)))",6310110,5deg_x_5deg,SW,-112.5,-12.5,6,3,10,110,,302281809582.2627,302281809582.2627,0,0,100
cwp-grid-map-5deg_x_5deg.1392,"MULTIPOLYGON (((-10 -120, -10 -115, -15 -115, -15 -120, -10 -120)))",6310115,5deg_x_5deg,SW,-117.5,-12.5,6,3,10,115,,302281809582.2617,302281809582.2612,0,0,100
cwp-grid-map-5deg_x_5deg.1393,"MULTIPOLYGON (((-10 -125, -10 -120, -15 -120, -15 -125, -10 -125)))",6310120,5deg_x_5deg,SW,-122.5,-12.5,6,3,10,120,,302281809582.2642,302281809582.2632,0,0,100
cwp-grid-map-5deg_x_5deg.1394,"MULTIPOLYGON (((-10 -130, -10 -125, -15 -125, -15 -130, -10 -130)))",6310125,5deg_x_5deg,SW,-127.5,-12.5,6,3,10,125,,302281809582.2622,302281809582.2622,0,0,100
cwp-grid-map-5deg_x_5deg.1395,"MULTIPOLYGON (((-10 -135, -10 -130, -15 -130, -15 -135, -10 -135)))",6310130,5deg_x_5deg,SW,-132.5,-12.5,6,3,10,130,,302281809582.2612,302281809582.2617,0,0,100
cwp-grid-map-5deg_x_5deg.1396,"MULTIPOLYGON (((-10 -140, -10 -135, -15 -135, -15 -140, -10 -140)))",6310135,5deg_x_5deg,SW,-137.5,-12.5,6,3,10,135,,302281809582.2617,302176970179.7645,104839402.4972,0.03,99.97
cwp-grid-map-5deg_x_5deg.1397,"MULTIPOLYGON (((-10 -145, -10 -140, -15 -140, -15 -145, -10 -145)))",6310140,5deg_x_5deg,SW,-142.5,-12.5,6,3,10,140,,302281809582.2637,302936983039.0638,47165960.2668,0.02,100.22
cwp-grid-map-5deg_x_5deg.1398,"MULTIPOLYGON (((-10 -150, -10 -145, -15 -145, -15 -150, -10 -150)))",6310145,5deg_x_5deg,SW,-147.5,-12.5,6,3,10,145,,302281809582.2637,301493884390.8098,85585774.3866,0.03,99.74
cwp-grid-map-5deg_x_5deg.1399,"MULTIPOLYGON (((-10 -155, -10 -150, -15 -150, -15 -155, -10 -155)))",6310150,5deg_x_5deg,SW,-152.5,-12.5,6,3,10,150,,302281809582.2598,302280332606.7274,1476975.5334,0,100
cwp-grid-map-5deg_x_5deg.1400,"MULTIPOLYGON (((-10 -160, -10 -155, -15 -155, -15 -160, -10 -160)))",6310155,5deg_x_5deg,SW,-157.5,-12.5,6,3,10,155,,302281809582.2627,302281809582.2637,0,0,100
cwp-grid-map-5deg_x_5deg.1401,"MULTIPOLYGON (((-10 -165, -10 -160, -15 -160, -15 -165, -10 -165)))",6310160,5deg_x_5deg,SW,-162.5,-12.5,6,3,10,160,,302281809582.2617,302260002387.1466,21807195.1151,0.01,99.99
cwp-grid-map-5deg_x_5deg.1402,"MULTIPOLYGON (((-10 -170, -10 -165, -15 -165, -15 -170, -10 -170)))",6310165,5deg_x_5deg,SW,-167.5,-12.5,6,3,10,165,,302281809582.2637,302213928042.1738,67881540.0899,0.02,99.98
cwp-grid-map-5deg_x_5deg.1403,"MULTIPOLYGON (((-10 -175, -10 -170, -15 -170, -15 -175, -10 -175)))",6310170,5deg_x_5deg,SW,-172.5,-12.5,6,3,10,170,,302281809582.2617,299218136071.4612,3063673510.8014,1.01,98.99
cwp-grid-map-5deg_x_5deg.1404,"MULTIPOLYGON (((-10 -180, -10 -175, -15 -175, -15 -180, -10 -180)))",6310175,5deg_x_5deg,SW,-177.5,-12.5,6,3,10,175,,302281809582.2607,302101828830.2508,179980752.0119,0.06,99.94
cwp-grid-map-5deg_x_5deg.1405,"MULTIPOLYGON (((-15 -5, -15 0, -20 0, -20 -5, -15 -5)))",6315000,5deg_x_5deg,SW,-2.5,-17.5,6,3,15,000,,295287925493.5873,295287925493.5873,0,0,100
cwp-grid-map-5deg_x_5deg.1406,"MULTIPOLYGON (((-15 -10, -15 -5, -20 -5, -20 -10, -15 -10)))",6315005,5deg_x_5deg,SW,-7.5,-17.5,6,3,15,005,,295287925493.5874,295156588128.7921,131337364.7953,0.04,99.96
cwp-grid-map-5deg_x_5deg.1407,"MULTIPOLYGON (((-15 -15, -15 -10, -20 -10, -20 -15, -15 -15)))",6315010,5deg_x_5deg,SW,-12.5,-17.5,6,3,15,010,,295287925493.5873,295287925493.5873,0,0,100
cwp-grid-map-5deg_x_5deg.1408,"MULTIPOLYGON (((-15 -20, -15 -15, -20 -15, -20 -20, -15 -20)))",6315015,5deg_x_5deg,SW,-17.5,-17.5,6,3,15,015,,295287925493.5873,295287925493.5874,0,0,100
cwp-grid-map-5deg_x_5deg.1409,"MULTIPOLYGON (((-15 -25, -15 -20, -20 -20, -20 -25, -15 -25)))",6315020,5deg_x_5deg,SW,-22.5,-17.5,6,3,15,020,,295287925493.5872,295287925493.5873,0,0,100
cwp-grid-map-5deg_x_5deg.1410,"MULTIPOLYGON (((-15 -30, -15 -25, -20 -25, -20 -30, -15 -30)))",6315025,5deg_x_5deg,SW,-27.5,-17.5,6,3,15,025,,295287925493.5873,295287925493.5875,0,0,100
cwp-grid-map-5deg_x_5deg.1411,"MULTIPOLYGON (((-15 -35, -15 -30, -20 -30, -20 -35, -15 -35)))",6315030,5deg_x_5deg,SW,-32.5,-17.5,6,3,15,030,,295287925493.5873,295287925493.5874,0,0,100
cwp-grid-map-5deg_x_5deg.1412,"MULTIPOLYGON (((-15 -40, -15 -35, -20 -35, -20 -40, -15 -40)))",6315035,5deg_x_5deg,SW,-37.5,-17.5,6,3,15,035,,295287925493.5873,257080653882.0916,38294964102.6974,12.97,87.06
cwp-grid-map-5deg_x_5deg.1413,"MULTIPOLYGON (((-15 -45, -15 -40, -20 -40, -20 -45, -15 -45)))",6315040,5deg_x_5deg,SW,-42.5,-17.5,6,3,15,040,,295287925493.5874,218049135.3601,294982183867.0251,99.9,0.07
cwp-grid-map-5deg_x_5deg.1414,"MULTIPOLYGON (((-15 -50, -15 -45, -20 -45, -20 -50, -15 -50)))",6315045,5deg_x_5deg,SW,-47.5,-17.5,6,3,15,045,,295287925493.5869,0,295287925493.5872,100,0
cwp-grid-map-5deg_x_5deg.1415,"MULTIPOLYGON (((-15 -55, -15 -50, -20 -50, -20 -55, -15 -55)))",6315050,5deg_x_5deg,SW,-52.5,-17.5,6,3,15,050,,295287925493.5876,0,295287925493.5879,100,0
cwp-grid-map-5deg_x_5deg.1416,"MULTIPOLYGON (((-15 -60, -15 -55, -20 -55, -20 -60, -15 -60)))",6315055,5deg_x_5deg,SW,-57.5,-17.5,6,3,15,055,,295287925493.5869,0,295287925493.5872,100,0
cwp-grid-map-5deg_x_5deg.1417,"MULTIPOLYGON (((-15 -65, -15 -60, -20 -60, -20 -65, -15 -65)))",6315060,5deg_x_5deg,SW,-62.5,-17.5,6,3,15,060,,295287925493.5876,0,295287925493.5881,100,0
cwp-grid-map-5deg_x_5deg.1418,"MULTIPOLYGON (((-15 -70, -15 -65, -20 -65, -20 -70, -15 -70)))",6315065,5deg_x_5deg,SW,-67.5,-17.5,6,3,15,065,,295287925493.5867,0,295287925493.5869,100,0
cwp-grid-map-5deg_x_5deg.1419,"MULTIPOLYGON (((-15 -75, -15 -70, -20 -70, -20 -75, -15 -75)))",6315070,5deg_x_5deg,SW,-72.5,-17.5,6,3,15,070,,295287925493.5876,177498154680.0147,118100588404.1603,40,60.11
cwp-grid-map-5deg_x_5deg.1420,"MULTIPOLYGON (((-15 -80, -15 -75, -20 -75, -20 -80, -15 -80)))",6315075,5deg_x_5deg,SW,-77.5,-17.5,6,3,15,075,,295287925493.5864,293498662987.973,1478444915.0243,0.5,99.39
cwp-grid-map-5deg_x_5deg.1421,"MULTIPOLYGON (((-15 -85, -15 -80, -20 -80, -20 -85, -15 -85)))",6315080,5deg_x_5deg,SW,-82.5,-17.5,6,3,15,080,,295287925493.5869,295287925493.5874,0,0,100
cwp-grid-map-5deg_x_5deg.1422,"MULTIPOLYGON (((-15 -90, -15 -85, -20 -85, -20 -90, -15 -90)))",6315085,5deg_x_5deg,SW,-87.5,-17.5,6,3,15,085,,295287925493.5874,295287925493.5879,0,0,100
cwp-grid-map-5deg_x_5deg.1423,"MULTIPOLYGON (((-15 -95, -15 -90, -20 -90, -20 -95, -15 -95)))",6315090,5deg_x_5deg,SW,-92.5,-17.5,6,3,15,090,,295287925493.5879,295287925493.5884,0,0,100
cwp-grid-map-5deg_x_5deg.1424,"MULTIPOLYGON (((-15 -100, -15 -95, -20 -95, -20 -100, -15 -100)))",6315095,5deg_x_5deg,SW,-97.5,-17.5,6,3,15,095,,295287925493.5854,295287925493.5864,0,0,100
cwp-grid-map-5deg_x_5deg.1425,"MULTIPOLYGON (((-15 -105, -15 -100, -20 -100, -20 -105, -15 -105)))",6315100,5deg_x_5deg,SW,-102.5,-17.5,6,3,15,100,,295287925493.5894,295287925493.5894,0,0,100
cwp-grid-map-5deg_x_5deg.1426,"MULTIPOLYGON (((-15 -110, -15 -105, -20 -105, -20 -110, -15 -110)))",6315105,5deg_x_5deg,SW,-107.5,-17.5,6,3,15,105,,295287925493.5864,295287925493.5859,0,0,100
cwp-grid-map-5deg_x_5deg.1427,"MULTIPOLYGON (((-15 -115, -15 -110, -20 -110, -20 -115, -15 -115)))",6315110,5deg_x_5deg,SW,-112.5,-17.5,6,3,15,110,,295287925493.5869,295287925493.5869,0,0,100
cwp-grid-map-5deg_x_5deg.1428,"MULTIPOLYGON (((-15 -120, -15 -115, -20 -115, -20 -120, -15 -120)))",6315115,5deg_x_5deg,SW,-117.5,-17.5,6,3,15,115,,295287925493.5869,295287925493.5874,0,0,100
cwp-grid-map-5deg_x_5deg.1429,"MULTIPOLYGON (((-15 -125, -15 -120, -20 -120, -20 -125, -15 -125)))",6315120,5deg_x_5deg,SW,-122.5,-17.5,6,3,15,120,,295287925493.5894,295287925493.5894,0,0,100
cwp-grid-map-5deg_x_5deg.1430,"MULTIPOLYGON (((-15 -130, -15 -125, -20 -125, -20 -130, -15 -130)))",6315125,5deg_x_5deg,SW,-127.5,-17.5,6,3,15,125,,295287925493.5864,295287925493.5864,0,0,100
cwp-grid-map-5deg_x_5deg.1431,"MULTIPOLYGON (((-15 -135, -15 -130, -20 -130, -20 -135, -15 -135)))",6315130,5deg_x_5deg,SW,-132.5,-17.5,6,3,15,130,,295287925493.5854,295287925493.5864,0,0,100
cwp-grid-map-5deg_x_5deg.1432,"MULTIPOLYGON (((-15 -140, -15 -135, -20 -135, -20 -140, -15 -140)))",6315135,5deg_x_5deg,SW,-137.5,-17.5,6,3,15,135,,295287925493.5874,295204719630.1317,83205863.4562,0.03,99.97
cwp-grid-map-5deg_x_5deg.1433,"MULTIPOLYGON (((-15 -145, -15 -140, -20 -140, -20 -145, -15 -145)))",6315140,5deg_x_5deg,SW,-142.5,-17.5,6,3,15,140,,295287925493.5894,296064255715.2458,440447759.8459,0.15,100.26
cwp-grid-map-5deg_x_5deg.1434,"MULTIPOLYGON (((-15 -150, -15 -145, -20 -145, -20 -150, -15 -150)))",6315145,5deg_x_5deg,SW,-147.5,-17.5,6,3,15,145,,295287925493.5874,292551466586.2973,1519680925.7872,0.51,99.07
cwp-grid-map-5deg_x_5deg.1435,"MULTIPOLYGON (((-15 -155, -15 -150, -20 -150, -20 -155, -15 -155)))",6315150,5deg_x_5deg,SW,-152.5,-17.5,6,3,15,150,,295287925493.5869,294774242285.869,513683207.7186,0.17,99.83
cwp-grid-map-5deg_x_5deg.1436,"MULTIPOLYGON (((-15 -160, -15 -155, -20 -155, -20 -160, -15 -160)))",6315155,5deg_x_5deg,SW,-157.5,-17.5,6,3,15,155,,295287925493.5859,295213591917.97,74333575.616,0.03,99.97
cwp-grid-map-5deg_x_5deg.1437,"MULTIPOLYGON (((-15 -165, -15 -160, -20 -160, -20 -165, -15 -165)))",6315160,5deg_x_5deg,SW,-162.5,-17.5,6,3,15,160,,295287925493.5879,295287925493.5869,0,0,100
cwp-grid-map-5deg_x_5deg.1438,"MULTIPOLYGON (((-15 -170, -15 -165, -20 -165, -20 -170, -15 -170)))",6315165,5deg_x_5deg,SW,-167.5,-17.5,6,3,15,165,,295287925493.5869,295020628049.5804,267297444.0065,0.09,99.91
cwp-grid-map-5deg_x_5deg.1439,"MULTIPOLYGON (((-15 -175, -15 -170, -20 -170, -20 -175, -15 -175)))",6315170,5deg_x_5deg,SW,-172.5,-17.5,6,3,15,170,,295287925493.5889,295460998654.4938,359303852.6417,0.12,100.06
cwp-grid-map-5deg_x_5deg.1440,"MULTIPOLYGON (((-15 -180, -15 -175, -20 -175, -20 -180, -15 -180)))",6315175,5deg_x_5deg,SW,-177.5,-17.5,6,3,15,175,,295287925493.5859,295969692648.2574,1000224852.235,0.34,100.23
cwp-grid-map-5deg_x_5deg.1441,"MULTIPOLYGON (((-20 -5, -20 0, -25 0, -25 -5, -20 -5)))",6320000,5deg_x_5deg,SW,-2.5,-22.5,6,3,20,000,,286045694948.6819,286045694948.6819,0,0,100
cwp-grid-map-5deg_x_5deg.1442,"MULTIPOLYGON (((-20 -10, -20 -5, -25 -5, -25 -10, -20 -10)))",6320005,5deg_x_5deg,SW,-7.5,-22.5,6,3,20,005,,286045694948.6819,286045694948.6819,0,0,100
cwp-grid-map-5deg_x_5deg.1443,"MULTIPOLYGON (((-20 -15, -20 -10, -25 -10, -25 -15, -20 -15)))",6320010,5deg_x_5deg,SW,-12.5,-22.5,6,3,20,010,,286045694948.6819,286045694948.6819,0,0,100
cwp-grid-map-5deg_x_5deg.1444,"MULTIPOLYGON (((-20 -20, -20 -15, -25 -15, -25 -20, -20 -20)))",6320015,5deg_x_5deg,SW,-17.5,-22.5,6,3,20,015,,286045694948.6819,286045694948.6819,0,0,100
cwp-grid-map-5deg_x_5deg.1445,"MULTIPOLYGON (((-20 -25, -20 -20, -25 -20, -25 -25, -20 -25)))",6320020,5deg_x_5deg,SW,-22.5,-22.5,6,3,20,020,,286045694948.6819,286045694948.6819,0,0,100
cwp-grid-map-5deg_x_5deg.1446,"MULTIPOLYGON (((-20 -30, -20 -25, -25 -25, -25 -30, -20 -30)))",6320025,5deg_x_5deg,SW,-27.5,-22.5,6,3,20,025,,286045694948.6821,286033642084.9,12052863.782,0,100
cwp-grid-map-5deg_x_5deg.1447,"MULTIPOLYGON (((-20 -35, -20 -30, -25 -30, -25 -35, -20 -35)))",6320030,5deg_x_5deg,SW,-32.5,-22.5,6,3,20,030,,286045694948.682,286045694948.6819,0,0,100
cwp-grid-map-5deg_x_5deg.1448,"MULTIPOLYGON (((-20 -40, -20 -35, -25 -35, -25 -40, -20 -40)))",6320035,5deg_x_5deg,SW,-37.5,-22.5,6,3,20,035,,286045694948.682,286045694948.6819,0,0,100
cwp-grid-map-5deg_x_5deg.1449,"MULTIPOLYGON (((-20 -45, -20 -40, -25 -40, -25 -45, -20 -45)))",6320040,5deg_x_5deg,SW,-42.5,-22.5,6,3,20,040,,286045694948.6821,148824383571.258,137702385791.1652,48.14,52.03
cwp-grid-map-5deg_x_5deg.1450,"MULTIPOLYGON (((-20 -50, -20 -45, -25 -45, -25 -50, -20 -50)))",6320045,5deg_x_5deg,SW,-47.5,-22.5,6,3,20,045,,286045694948.6814,28050632668.032,257513987866.9066,90.03,9.81
cwp-grid-map-5deg_x_5deg.1451,"MULTIPOLYGON (((-20 -55, -20 -50, -25 -50, -25 -55, -20 -55)))",6320050,5deg_x_5deg,SW,-52.5,-22.5,6,3,20,050,,286045694948.6826,0,286045694948.6826,100,0
cwp-grid-map-5deg_x_5deg.1452,"MULTIPOLYGON (((-20 -60, -20 -55, -25 -55, -25 -60, -20 -60)))",6320055,5deg_x_5deg,SW,-57.5,-22.5,6,3,20,055,,286045694948.6816,0,286045694948.6814,100,0
cwp-grid-map-5deg_x_5deg.1453,"MULTIPOLYGON (((-20 -65, -20 -60, -25 -60, -25 -65, -20 -65)))",6320060,5deg_x_5deg,SW,-62.5,-22.5,6,3,20,060,,286045694948.6824,0,286045694948.6821,100,0
cwp-grid-map-5deg_x_5deg.1454,"MULTIPOLYGON (((-20 -70, -20 -65, -25 -65, -25 -70, -20 -70)))",6320065,5deg_x_5deg,SW,-67.5,-22.5,6,3,20,065,,286045694948.6816,0,286045694948.6816,100,0
cwp-grid-map-5deg_x_5deg.1455,"MULTIPOLYGON (((-20 -75, -20 -70, -25 -70, -25 -75, -20 -75)))",6320070,5deg_x_5deg,SW,-72.5,-22.5,6,3,20,070,,286045694948.6833,266934323794.2252,19111371154.4601,6.68,93.32
cwp-grid-map-5deg_x_5deg.1456,"MULTIPOLYGON (((-20 -80, -20 -75, -25 -75, -25 -80, -20 -80)))",6320075,5deg_x_5deg,SW,-77.5,-22.5,6,3,20,075,,286045694948.6807,286045694948.6807,0,0,100
cwp-grid-map-5deg_x_5deg.1457,"MULTIPOLYGON (((-20 -85, -20 -80, -25 -80, -25 -85, -20 -85)))",6320080,5deg_x_5deg,SW,-82.5,-22.5,6,3,20,080,,286045694948.6826,286045694948.6821,0,0,100
cwp-grid-map-5deg_x_5deg.1458,"MULTIPOLYGON (((-20 -90, -20 -85, -25 -85, -25 -90, -20 -90)))",6320085,5deg_x_5deg,SW,-87.5,-22.5,6,3,20,085,,286045694948.6821,286045694948.6821,0,0,100
cwp-grid-map-5deg_x_5deg.1459,"MULTIPOLYGON (((-20 -95, -20 -90, -25 -90, -25 -95, -20 -95)))",6320090,5deg_x_5deg,SW,-92.5,-22.5,6,3,20,090,,286045694948.6812,286045694948.6821,0,0,100
cwp-grid-map-5deg_x_5deg.1460,"MULTIPOLYGON (((-20 -100, -20 -95, -25 -95, -25 -100, -20 -100)))",6320095,5deg_x_5deg,SW,-97.5,-22.5,6,3,20,095,,286045694948.6812,286045694948.6816,0,0,100
cwp-grid-map-5deg_x_5deg.1461,"MULTIPOLYGON (((-20 -105, -20 -100, -25 -100, -25 -105, -20 -105)))",6320100,5deg_x_5deg,SW,-102.5,-22.5,6,3,20,100,,286045694948.6836,286045694948.6836,0,0,100
cwp-grid-map-5deg_x_5deg.1462,"MULTIPOLYGON (((-20 -110, -20 -105, -25 -105, -25 -110, -20 -110)))",6320105,5deg_x_5deg,SW,-107.5,-22.5,6,3,20,105,,286045694948.6816,286045694948.6816,0,0,100
cwp-grid-map-5deg_x_5deg.1463,"MULTIPOLYGON (((-20 -115, -20 -110, -25 -110, -25 -115, -20 -115)))",6320110,5deg_x_5deg,SW,-112.5,-22.5,6,3,20,110,,286045694948.6816,286045694948.6816,0,0,100
cwp-grid-map-5deg_x_5deg.1464,"MULTIPOLYGON (((-20 -120, -20 -115, -25 -115, -25 -120, -20 -120)))",6320115,5deg_x_5deg,SW,-117.5,-22.5,6,3,20,115,,286045694948.6816,286045694948.6812,0,0,100
cwp-grid-map-5deg_x_5deg.1465,"MULTIPOLYGON (((-20 -125, -20 -120, -25 -120, -25 -125, -20 -125)))",6320120,5deg_x_5deg,SW,-122.5,-22.5,6,3,20,120,,286045694948.6841,286044109168.7823,1585779.9008,0,100
cwp-grid-map-5deg_x_5deg.1466,"MULTIPOLYGON (((-20 -130, -20 -125, -25 -125, -25 -130, -20 -130)))",6320125,5deg_x_5deg,SW,-127.5,-22.5,6,3,20,125,,286045694948.6812,285997830734.831,47864213.8497,0.02,99.98
cwp-grid-map-5deg_x_5deg.1467,"MULTIPOLYGON (((-20 -135, -20 -130, -25 -130, -25 -135, -20 -135)))",6320130,5deg_x_5deg,SW,-132.5,-22.5,6,3,20,130,,286045694948.6816,287584645140.152,31156378.4162,0.01,100.54
cwp-grid-map-5deg_x_5deg.1468,"MULTIPOLYGON (((-20 -140, -20 -135, -25 -135, -25 -140, -20 -140)))",6320135,5deg_x_5deg,SW,-137.5,-22.5,6,3,20,135,,286045694948.6816,284398596541.4805,76991837.3142,0.03,99.42
cwp-grid-map-5deg_x_5deg.1469,"MULTIPOLYGON (((-20 -145, -20 -140, -25 -140, -25 -145, -20 -145)))",6320140,5deg_x_5deg,SW,-142.5,-22.5,6,3,20,140,,286045694948.6826,285992413276.7282,53281671.9544,0.02,99.98
cwp-grid-map-5deg_x_5deg.1470,"MULTIPOLYGON (((-20 -150, -20 -145, -25 -145, -25 -150, -20 -150)))",6320145,5deg_x_5deg,SW,-147.5,-22.5,6,3,20,145,,286045694948.6836,285989294770.6107,56400178.0729,0.02,99.98
cwp-grid-map-5deg_x_5deg.1471,"MULTIPOLYGON (((-20 -155, -20 -150, -25 -150, -25 -155, -20 -155)))",6320150,5deg_x_5deg,SW,-152.5,-22.5,6,3,20,150,,286045694948.6816,285993865681.3548,51829267.3269,0.02,99.98
cwp-grid-map-5deg_x_5deg.1472,"MULTIPOLYGON (((-20 -160, -20 -155, -25 -155, -25 -160, -20 -160)))",6320155,5deg_x_5deg,SW,-157.5,-22.5,6,3,20,155,,286045694948.6797,285894496710.094,151198238.5857,0.05,99.95
cwp-grid-map-5deg_x_5deg.1473,"MULTIPOLYGON (((-20 -165, -20 -160, -25 -160, -25 -165, -20 -165)))",6320160,5deg_x_5deg,SW,-162.5,-22.5,6,3,20,160,,286045694948.6816,286045694948.6816,0,0,100
