FID,the_geom,CWP_CODE,GRIDTYPE,QUADRANT,X_COORD,Y_COORD,CWP_A,CWP_B,CWP_C,CWP_D,CWP_E,SURFACE,ON_SEA,ON_LAND,ON_LAND_P,ON_SEA_P
cwp-grid-map-5deg_x_5deg.551,"MULTIPOLYGON (((80 50, 80 55, 75 55, 75 50, 80 50)))",6175050,5deg_x_5deg,NE,52.5,77.5,6,1,75,050,,66864574302.4984,66682178401.1902,182395901.308,0.27,99.73
cwp-grid-map-5deg_x_5deg.552,"MULTIPOLYGON (((80 55, 80 60, 75 60, 75 55, 80 55)))",6175055,5deg_x_5deg,NE,57.5,77.5,6,1,75,055,,66864574302.4981,60836510655.6122,7150016318.211,10.69,90.98
cwp-grid-map-5deg_x_5deg.553,"MULTIPOLYGON (((80 60, 80 65, 75 65, 75 60, 80 60)))",6175060,5deg_x_5deg,NE,62.5,77.5,6,1,75,060,,66864574302.4984,54873062337.4594,12257968527.1455,18.33,82.07
cwp-grid-map-5deg_x_5deg.554,"MULTIPOLYGON (((80 65, 80 70, 75 70, 75 65, 80 65)))",6175065,5deg_x_5deg,NE,67.5,77.5,6,1,75,065,,66864574302.4981,57300678638.4553,8175486430.6108,12.23,85.7
cwp-grid-map-5deg_x_5deg.555,"MULTIPOLYGON (((80 70, 80 75, 75 75, 75 70, 80 70)))",6175070,5deg_x_5deg,NE,72.5,77.5,6,1,75,070,,66864574302.4984,66864574302.4982,0,0,100
cwp-grid-map-5deg_x_5deg.556,"MULTIPOLYGON (((80 75, 80 80, 75 80, 75 75, 80 75)))",6175075,5deg_x_5deg,NE,77.5,77.5,6,1,75,075,,66864574302.4981,66583906798.1294,280667504.3686,0.42,99.58
cwp-grid-map-5deg_x_5deg.557,"MULTIPOLYGON (((80 80, 80 85, 75 85, 75 80, 80 80)))",6175080,5deg_x_5deg,NE,82.5,77.5,6,1,75,080,,66864574302.4983,66324914416.8494,539659885.6488,0.81,99.19
cwp-grid-map-5deg_x_5deg.558,"MULTIPOLYGON (((80 85, 80 90, 75 90, 75 85, 80 85)))",6175085,5deg_x_5deg,NE,87.5,77.5,6,1,75,085,,66864574302.498,66366487786.9609,2831068142.3372,4.23,99.26
cwp-grid-map-5deg_x_5deg.559,"MULTIPOLYGON (((80 90, 80 95, 75 95, 75 90, 80 90)))",6175090,5deg_x_5deg,NE,92.5,77.5,6,1,75,090,,66864574302.4983,51202493757.3959,16102524803.5719,24.08,76.58
cwp-grid-map-5deg_x_5deg.560,"MULTIPOLYGON (((80 95, 80 100, 75 100, 75 95, 80 95)))",6175095,5deg_x_5deg,NE,97.5,77.5,6,1,75,095,,66864574302.4979,36599636222.567,30659659741.6383,45.85,54.74
cwp-grid-map-5deg_x_5deg.561,"MULTIPOLYGON (((80 100, 80 105, 75 105, 75 100, 80 100)))",6175100,5deg_x_5deg,NE,102.5,77.5,6,1,75,100,,66864574302.4987,23649823922.2621,43266754948.8454,64.71,35.37
cwp-grid-map-5deg_x_5deg.562,"MULTIPOLYGON (((80 105, 80 110, 75 110, 75 105, 80 105)))",6175105,5deg_x_5deg,NE,107.5,77.5,6,1,75,105,,66864574302.4982,36958971408.5899,29151954686.5674,43.6,55.27
cwp-grid-map-5deg_x_5deg.563,"MULTIPOLYGON (((80 110, 80 115, 75 115, 75 110, 80 110)))",6175110,5deg_x_5deg,NE,112.5,77.5,6,1,75,110,,66864574302.4982,47633152734.2832,16764917659.9707,25.07,71.24
cwp-grid-map-5deg_x_5deg.564,"MULTIPOLYGON (((80 115, 80 120, 75 120, 75 115, 80 115)))",6175115,5deg_x_5deg,NE,117.5,77.5,6,1,75,115,,66864574302.4982,66864574302.4979,0,0,100
cwp-grid-map-5deg_x_5deg.565,"MULTIPOLYGON (((80 120, 80 125, 75 125, 75 120, 80 120)))",6175120,5deg_x_5deg,NE,122.5,77.5,6,1,75,120,,66864574302.4984,66864574302.4984,0,0,100
